,Winner,Loser
0,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/3121,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/3910
1,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Peterrxb,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/VanessaDINH
2,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/171717,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12601286
