,Winner1,Winner2,Loser1,Loser2
0,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2033462,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2033537,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/4931,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/85209379
1,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/ctnguyen,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/24959505,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/05287071,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/70789
2,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/sdavidliu,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/yeejayng,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/0714,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/8008
3,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/supercala12,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2034503,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/10498725,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/63987811
4,/player/Helen Fu,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2034503,/player/Kristy Fu,/player/Isabel Yin
5,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/81843171,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX10480420,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX10523864,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX10523865
6,/player/Anthony Bahadir Lopez,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX10461659,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2033398,/player/Evelyn Tan
7,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX10529567,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/carissasaylor,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Derek_Leung,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/A11483193
8,/player/Austin Lee,/player/Kristy Fu,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/A12163976,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/123456
9,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/400529,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/63987811,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2034132,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/0926
