,Winner1,Winner2,Loser1,Loser2
0,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/5184344,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/A008855,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1994jb,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2035526
1,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/400002,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/dorketwee,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11325851,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11325966
2,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/EBA0603,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11327695,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11301397,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11301392
3,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11322586,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11322593,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2034311,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11313652
4,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX5535685,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/824,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/kmangiants,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11342823
5,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11296188,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2032961,/player/Chhai Cheng,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11337538
6,/player/Douglas La,/player/Makiko Imada,/player/Ashton Cusick,/player/Cynthia Leung
7,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11337532,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/0346,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/47660,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1018915
8,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/BWF#26618 USAB#2230,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2033895,/player/Yoth Khaikham,/player/Tran Ho
9,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1227,/player/Carol Quach,/player/Daniel Wu,/player/Jasmine La
10,/player/Benjamin Fung,/player/Tina Lee,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/69696969696969696969,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/71614052
11,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11323148,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2035412,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11313648,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11314254
12,/player/Jarold Cordero,/player/Heidi Chen,/player/Eddie Phmah,/player/Crystal Fong
13,/player/Tae Yang Desmond Hung,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/420420420420,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11326996,/player/Mari Ikeda
14,/player/Jk R,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1234567890,/player/Chai Saephan,/player/Linda Saephan
15,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/4392,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2033896,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11101283,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11337475
16,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/5184344,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/A008855,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/400002,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/dorketwee
17,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11322586,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11322593,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/EBA0603,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11327695
18,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX5535685,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/824,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11296188,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2032961
19,/player/Douglas La,/player/Makiko Imada,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11337532,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/0346
20,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1227,/player/Carol Quach,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/BWF#26618 USAB#2230,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2033895
21,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11323148,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2035412,/player/Benjamin Fung,/player/Tina Lee
22,/player/Jarold Cordero,/player/Heidi Chen,/player/Tae Yang Desmond Hung,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/420420420420
23,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/4392,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2033896,/player/Jk R,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1234567890
24,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1994jb,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2035526,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11325851,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11325966
25,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2034311,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11313652,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11301397,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11301392
26,/player/Chhai Cheng,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11337538,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/kmangiants,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11342823
27,/player/Ashton Cusick,/player/Cynthia Leung,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/47660,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1018915
28,/player/Yoth Khaikham,/player/Tran Ho,/player/Daniel Wu,/player/Jasmine La
29,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/69696969696969696969,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/71614052,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11313648,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11314254
30,/player/Eddie Phmah,/player/Crystal Fong,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11326996,/player/Mari Ikeda
31,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11101283,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11337475,/player/Chai Saephan,/player/Linda Saephan
32,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/5184344,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/A008855,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11322586,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11322593
33,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX5535685,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/824,/player/Douglas La,/player/Makiko Imada
34,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11323148,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2035412,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1227,/player/Carol Quach
35,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2034311,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11313652,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1994jb,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2035526
36,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/4392,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2033896,/player/Jarold Cordero,/player/Heidi Chen
37,/player/Chhai Cheng,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11337538,/player/Ashton Cusick,/player/Cynthia Leung
38,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/69696969696969696969,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/71614052,/player/Yoth Khaikham,/player/Tran Ho
39,/player/Eddie Phmah,/player/Crystal Fong,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11101283,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11337475
40,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/400002,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/dorketwee,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/EBA0603,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11327695
41,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11296188,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2032961,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11337532,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/0346
42,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/BWF#26618 USAB#2230,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2033895,/player/Benjamin Fung,/player/Tina Lee
43,/player/Jk R,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1234567890,/player/Tae Yang Desmond Hung,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/420420420420
44,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11325851,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11325966,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11301397,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11301392
45,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/kmangiants,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11342823,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/47660,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1018915
46,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11313648,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11314254,/player/Daniel Wu,/player/Jasmine La
47,/player/Chai Saephan,/player/Linda Saephan,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11326996,/player/Mari Ikeda
48,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX5535685,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/824,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/5184344,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/A008855
49,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/4392,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2033896,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11323148,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2035412
50,/player/Chhai Cheng,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11337538,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2034311,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11313652
51,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/69696969696969696969,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/71614052,/player/Eddie Phmah,/player/Crystal Fong
52,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX11296188,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2032961,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/400002,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/dorketwee
